Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product Origin Country,Product Material,Product Collection Id,Product Type Id,Product Discountable,Product External Id,Product Created At,Product Deleted At,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Mid Code,Product Sales Channel 1,Product Updated At,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01K7VH5JQR3QBNBXV7KHNT70RT,sweatshirt,Medusa Sweatshirt,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS7KHGGQENMNQ2KVZAV,M,SWEATSHIRT-M,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,M,,,,10,15,prod_01K7VH5JQR3QBNBXV7KHNT70RT,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQR3QBNBXV7KHNT70RT,sweatshirt,Medusa Sweatshirt,,"Reimagine the feeling of a classic sweatshirt. With our cotton sweatshirt, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS7NPFNAJF1E9GTEPEG,XL,SWEATSHIRT-XL,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,XL,,,,10,15,prod_01K7VH5JQR3QBNBXV7KHNT70RT,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQR3RXMEAQP3WTMM9HA,shorts,Medusa Shorts,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS79JZJRZKE076GG4F9,S,SHORTS-S,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,S,,,,10,15,prod_01K7VH5JQR3RXMEAQP3WTMM9HA,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQR3RXMEAQP3WTMM9HA,shorts,Medusa Shorts,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS7MD7TSBPCC1S0K2F2,M,SHORTS-M,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,M,,,,10,15,prod_01K7VH5JQR3RXMEAQP3WTMM9HA,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQR3RXMEAQP3WTMM9HA,shorts,Medusa Shorts,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS7QMMDWW4RQW4ZH38E,L,SHORTS-L,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,L,,,,10,15,prod_01K7VH5JQR3RXMEAQP3WTMM9HA,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQR3RXMEAQP3WTMM9HA,shorts,Medusa Shorts,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS7WYR0K4ZA89M8ASNQ,XL,SHORTS-XL,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,XL,,,,10,15,prod_01K7VH5JQR3RXMEAQP3WTMM9HA,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQREWCRDKWX8J7GEB29,sweatpants,Medusa Sweatpants,,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS782K2RN6CGHCNHKDM,L,SWEATPANTS-L,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,L,,,,10,15,prod_01K7VH5JQREWCRDKWX8J7GEB29,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQREWCRDKWX8J7GEB29,sweatpants,Medusa Sweatpants,,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS7PAV35FV9EV680BV8,XL,SWEATPANTS-XL,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,XL,,,,10,15,prod_01K7VH5JQREWCRDKWX8J7GEB29,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQREWCRDKWX8J7GEB29,sweatpants,Medusa Sweatpants,,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS7WEDBBTPH6JPP7P0F,S,SWEATPANTS-S,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,S,,,,10,15,prod_01K7VH5JQREWCRDKWX8J7GEB29,2025-10-18T11:27:08.072Z,0,,
prod_01K7VH5JQREWCRDKWX8J7GEB29,sweatpants,Medusa Sweatpants,,"Reimagine the feeling of classic sweatpants. With our cotton sweatpants, everyday essentials no longer have to be ordinary.",published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,400,,,,,,,,true,,2025-10-18T11:27:08.027Z,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png,,,false,,sc_01K7VH5H3CKMB128HK0QXY9MZ3,2025-10-18T11:27:08.027Z,variant_01K7VH5JS7XRW7J7J4QS28HQ6Q,M,SWEATPANTS-M,,,,,true,false,,2025-10-18T11:27:08.072Z,,,,,,Size,M,,,,10,15,prod_01K7VH5JQREWCRDKWX8J7GEB29,2025-10-18T11:27:08.072Z,0,,
